지점,일시,평균기온(°C),일 최심신적설(cm),일 최심적설(cm)
108,2007-07-12,23.4,,
108,2007-07-13,25.7,,
108,2007-07-14,24,,
108,2007-07-15,24.7,,
108,2007-07-16,19.9,,
108,2007-07-17,22.4,,
108,2007-07-18,26,,
108,2007-07-19,24.1,,
108,2007-07-20,26.2,,
108,2007-07-21,23.6,,
108,2007-07-22,24.6,,
108,2007-07-23,25.5,,
108,2007-07-24,23.4,,
108,2007-07-25,24.7,,
108,2007-07-26,26.7,,
108,2007-07-27,26.9,,
108,2007-07-28,25.1,,
108,2007-07-29,24.6,,
108,2007-07-30,26.4,,
108,2007-07-31,26.4,,
108,2007-08-01,27.2,,
108,2007-08-02,27.8,,
108,2007-08-03,27.5,,
108,2007-08-04,24.5,,
108,2007-08-05,24.8,,
108,2007-08-06,25.7,,
108,2007-08-07,23.8,,
108,2007-08-08,25.3,,
108,2007-08-09,26.1,,
108,2007-08-10,27.7,,
108,2007-08-11,28.7,,
108,2007-08-12,26.2,,
108,2007-08-13,27.6,,
108,2007-08-14,25.8,,
108,2007-08-15,26.4,,
108,2007-08-16,27.2,,
108,2007-08-17,27.6,,
108,2007-08-18,26.9,,
108,2007-08-19,27.3,,
108,2007-08-20,27.2,,
108,2007-08-21,27.4,,
108,2007-08-22,27.5,,
108,2007-08-23,26.9,,
108,2007-08-24,27.2,,
108,2007-08-25,28.3,,
108,2007-08-26,28,,
108,2007-08-27,26.7,,
108,2007-08-28,26.7,,
108,2007-08-29,23.3,,
108,2007-08-30,23.2,,
108,2007-08-31,23.7,,
108,2007-09-01,20.4,,
108,2007-09-02,20.7,,
108,2007-09-03,22.6,,
108,2007-09-04,22.4,,
108,2007-09-05,21.3,,
108,2007-09-06,17.8,,
108,2007-09-07,21.2,,
108,2007-09-08,21.8,,
108,2007-09-09,21.9,,
108,2007-09-10,23.7,,
108,2007-09-11,24.2,,
108,2007-09-12,24,,
108,2007-09-13,24.2,,
108,2007-09-14,22,,
108,2007-09-15,20.5,,
108,2007-09-16,21.1,,
108,2007-09-17,23.1,,
108,2007-09-18,20.4,,
108,2007-09-19,22.4,,
108,2007-09-20,25.6,,
108,2007-09-21,22.1,,
108,2007-09-22,20.2,,
108,2007-09-23,21.7,,
108,2007-09-24,22.5,,
108,2007-09-25,22.2,,
108,2007-09-26,22.1,,
108,2007-09-27,21,,
108,2007-09-28,17.2,,
108,2007-09-29,18.1,,
108,2007-09-30,17.9,,
108,2007-10-01,18.3,,
108,2007-10-02,19.5,,
108,2007-10-03,18.3,,
108,2007-10-04,20.2,,
108,2007-10-05,20.9,,
108,2007-10-06,21.3,,
108,2007-10-07,19.5,,
108,2007-10-08,13.4,,
108,2007-10-09,14.7,,
108,2007-10-10,15.9,,
108,2007-10-11,16.1,,
108,2007-10-12,16.4,,
108,2007-10-13,15,,
108,2007-10-14,15.5,,
108,2007-10-15,14.9,,
108,2007-10-16,14.4,,
108,2007-10-17,13.6,,
108,2007-10-18,14.4,,
108,2007-10-19,10.9,,
108,2007-10-20,6.2,,
108,2007-10-21,10.6,,
108,2007-10-22,14.6,,
108,2007-10-23,15.6,,
108,2007-10-24,15.9,,
108,2007-10-25,15.7,,
108,2007-10-26,16,,
108,2007-10-27,15.3,,
108,2007-10-28,13.7,,
108,2007-10-29,9.4,,
108,2007-10-30,10.1,,
108,2007-10-31,11.6,,
108,2007-11-01,8.4,,
108,2007-11-02,9.5,,
108,2007-11-03,11.6,,
108,2007-11-04,9.6,,
108,2007-11-05,9.3,,
108,2007-11-06,10.9,,
108,2007-11-07,12,,
108,2007-11-08,12.6,,
108,2007-11-09,11.9,,
108,2007-11-10,9.4,,
108,2007-11-11,8,,
108,2007-11-12,8.4,,
108,2007-11-13,9.1,,
108,2007-11-14,10.9,,
108,2007-11-15,8.3,,
108,2007-11-16,4.8,,
108,2007-11-17,5.1,,
108,2007-11-18,-1.8,,
108,2007-11-19,-.3,1.5,1.5
108,2007-11-20,.6,,1.5
108,2007-11-21,1.4,1.7,1.7
108,2007-11-22,3.2,,
108,2007-11-23,7,,
108,2007-11-24,6.7,,
108,2007-11-25,6.1,,
108,2007-11-26,5.2,,
108,2007-11-27,1.7,,
108,2007-11-28,4.6,,
108,2007-11-29,6.1,,
108,2007-11-30,1.9,,
108,2007-12-01,4.4,,
108,2007-12-02,4.2,,
108,2007-12-03,.8,,
108,2007-12-04,-2.8,,
108,2007-12-05,-2.1,,
108,2007-12-06,.9,,
108,2007-12-07,1.6,.8,.8
108,2007-12-08,.5,,
108,2007-12-09,.7,,
108,2007-12-10,2,,
108,2007-12-11,5.4,,
108,2007-12-12,4.2,,
108,2007-12-13,.7,,
108,2007-12-14,-.1,.5,.5
108,2007-12-15,1.2,.7,1.2
108,2007-12-16,.1,,
108,2007-12-17,2.3,,
108,2007-12-18,.7,0,0
108,2007-12-19,1,,
108,2007-12-20,3.3,.3,.3
108,2007-12-21,2.6,,
108,2007-12-22,5.4,,
108,2007-12-23,3,,
108,2007-12-24,3,,
108,2007-12-25,5,,
108,2007-12-26,7.8,,
108,2007-12-27,6.4,,
108,2007-12-28,5.1,,
108,2007-12-29,-1.1,.5,.5
108,2007-12-30,-6.4,0,.5
108,2007-12-31,-5.4,,
108,2008-01-01,-6.3,,
108,2008-01-02,-3.4,,
108,2008-01-03,.9,,
108,2008-01-04,-.3,,
108,2008-01-05,1.6,,
108,2008-01-06,4.1,,
108,2008-01-07,2.8,,
108,2008-01-08,1.8,,
108,2008-01-09,.9,,
108,2008-01-10,.1,,
108,2008-01-11,.6,6.1,6.1
108,2008-01-12,.9,,5
108,2008-01-13,-4.3,,
108,2008-01-14,-2.7,,
108,2008-01-15,-4.2,,
108,2008-01-16,-7.1,,
108,2008-01-17,-7.2,,
108,2008-01-18,-4.8,,
108,2008-01-19,-2.2,,
108,2008-01-20,2.3,,
108,2008-01-21,1.3,5.8,5.8
108,2008-01-22,.7,3.8,4.6
108,2008-01-23,-2.8,,2.7
108,2008-01-24,-7.5,,2.5
108,2008-01-25,-5.9,,1.3
108,2008-01-26,-2.7,,1.2
108,2008-01-27,-1.4,,1
108,2008-01-28,-.8,,
108,2008-01-29,-.2,,
108,2008-01-30,-2.2,,
108,2008-01-31,-4.2,,
108,2008-02-01,-3.3,,
108,2008-02-02,-1.1,,
108,2008-02-03,-.7,,
108,2008-02-04,-2.7,,
108,2008-02-05,-3.4,,
108,2008-02-06,-3.2,,
108,2008-02-07,-3.9,,
108,2008-02-08,-2.7,,
108,2008-02-09,-1.9,0,0
108,2008-02-10,-1.3,,
108,2008-02-11,-.9,,
108,2008-02-12,-6.9,,
108,2008-02-13,-5.8,,
108,2008-02-14,-2.1,,
108,2008-02-15,-3.5,,
108,2008-02-16,-3.4,,
108,2008-02-17,-2.3,,
108,2008-02-18,-1.5,,
108,2008-02-19,.5,,
108,2008-02-20,2.7,,
108,2008-02-21,4.4,,
108,2008-02-22,5.9,,
108,2008-02-23,-2.6,,
108,2008-02-24,-1.5,,
108,2008-02-25,-.9,5.5,5.5
108,2008-02-26,-1.1,2.8,8.3
108,2008-02-27,1.1,,2
108,2008-02-28,3.1,,
108,2008-02-29,4.6,,
108,2008-03-01,3,,
108,2008-03-02,2.6,,
108,2008-03-03,3.2,,
108,2008-03-04,1.8,1,1
108,2008-03-05,2.8,,
108,2008-03-06,4.3,,
108,2008-03-07,4.5,,
108,2008-03-08,5.3,,
108,2008-03-09,5.9,,
108,2008-03-10,6.5,,
108,2008-03-11,10.9,,
108,2008-03-12,12.5,,
108,2008-03-13,9.9,,
108,2008-03-14,8.5,,
108,2008-03-15,8.3,,
108,2008-03-16,7.3,,
108,2008-03-17,9,,
108,2008-03-18,12.3,,
108,2008-03-19,11.2,,
108,2008-03-20,11.6,,
108,2008-03-21,13.1,,
108,2008-03-22,12.3,,
108,2008-03-23,7.6,,
108,2008-03-24,6.6,,
108,2008-03-25,4.4,,
108,2008-03-26,6.6,,
108,2008-03-27,7.1,,
108,2008-03-28,7.4,,
108,2008-03-29,6,,
108,2008-03-30,7.2,,
108,2008-03-31,8.1,,
108,2008-04-01,8.8,,
108,2008-04-02,7.6,,
108,2008-04-03,8.7,,
108,2008-04-04,10.1,,
108,2008-04-05,12.9,,
108,2008-04-06,14.8,,
108,2008-04-07,13.2,,
108,2008-04-08,16.4,,
108,2008-04-09,13.2,,
108,2008-04-10,15.6,,
108,2008-04-11,14.2,,
108,2008-04-12,13.8,,
108,2008-04-13,12.8,,
108,2008-04-14,13.5,,
108,2008-04-15,15.6,,
108,2008-04-16,18.1,,
108,2008-04-17,18.6,,
108,2008-04-18,18.5,,
108,2008-04-19,20.1,,
108,2008-04-20,20.6,,
108,2008-04-21,19.7,,
108,2008-04-22,16.5,,
108,2008-04-23,10.4,,
108,2008-04-24,9.6,,
108,2008-04-25,12.8,,
108,2008-04-26,10,,
108,2008-04-27,10.4,,
108,2008-04-28,13.1,,
108,2008-04-29,15.7,,
108,2008-04-30,18.2,,
108,2008-05-01,19.8,,
108,2008-05-02,20.3,,
108,2008-05-03,21.1,,
108,2008-05-04,18.3,,
108,2008-05-05,15.8,,
108,2008-05-06,17.2,,
108,2008-05-07,15.8,,
108,2008-05-08,18.7,,
108,2008-05-09,18.5,,
108,2008-05-10,15.7,,
108,2008-05-11,16,,
108,2008-05-12,15.9,,
108,2008-05-13,12.3,,
108,2008-05-14,13.1,,
108,2008-05-15,14.4,,
108,2008-05-16,15.7,,
108,2008-05-17,17.6,,
108,2008-05-18,13.5,,
108,2008-05-19,13,,
108,2008-05-20,15.1,,
108,2008-05-21,16.8,,
108,2008-05-22,20.5,,
108,2008-05-23,21.5,,
108,2008-05-24,23,,
108,2008-05-25,20.7,,
108,2008-05-26,18.7,,
108,2008-05-27,21.5,,
108,2008-05-28,18.6,,
108,2008-05-29,22.3,,
108,2008-05-30,18,,
108,2008-05-31,17.9,,
108,2008-06-01,21.6,,
108,2008-06-02,18.9,,
108,2008-06-03,18.7,,
108,2008-06-04,16.9,,
108,2008-06-05,14.9,,
108,2008-06-06,16.7,,
108,2008-06-07,19.1,,
108,2008-06-08,18.9,,
108,2008-06-09,21,,
108,2008-06-10,22.7,,
108,2008-06-11,24.5,,
108,2008-06-12,23.3,,
108,2008-06-13,21.5,,
108,2008-06-14,23.9,,
108,2008-06-15,22.5,,
108,2008-06-16,23,,
108,2008-06-17,22.6,,
108,2008-06-18,19.1,,
108,2008-06-19,20.3,,
108,2008-06-20,24.3,,
108,2008-06-21,24.6,,
108,2008-06-22,22.6,,
108,2008-06-23,22.8,,
108,2008-06-24,23.4,,
108,2008-06-25,23.6,,
108,2008-06-26,23.3,,
108,2008-06-27,23.7,,
108,2008-06-28,22.6,,
108,2008-06-29,22.1,,
108,2008-06-30,22.5,,
108,2008-07-01,24.8,,
108,2008-07-02,22.4,,
108,2008-07-03,21.9,,
108,2008-07-04,24.3,,
108,2008-07-05,24.5,,
108,2008-07-06,25.5,,
108,2008-07-07,24.7,,
108,2008-07-08,27.6,,
108,2008-07-09,27.5,,
108,2008-07-10,26.3,,
108,2008-07-11,27,,
108,2008-07-12,24.5,,
108,2008-07-13,25.8,,
108,2008-07-14,27.3,,
108,2008-07-15,28.1,,
108,2008-07-16,24.8,,
108,2008-07-17,25.3,,
108,2008-07-18,26.2,,
108,2008-07-19,23.8,,
108,2008-07-20,24.7,,
108,2008-07-21,23,,
108,2008-07-22,24.7,,
108,2008-07-23,23.8,,
108,2008-07-24,22.4,,
108,2008-07-25,23.1,,
108,2008-07-26,22.2,,
108,2008-07-27,25.1,,
108,2008-07-28,26.9,,
108,2008-07-29,28,,
108,2008-07-30,26.1,,
108,2008-07-31,26.7,,
108,2008-08-01,27.7,,
108,2008-08-02,26.1,,
108,2008-08-03,25.5,,
108,2008-08-04,25.5,,
108,2008-08-05,26.3,,
108,2008-08-06,27.8,,
108,2008-08-07,28.7,,
108,2008-08-08,30,,
108,2008-08-09,28,,
108,2008-08-10,30.1,,
108,2008-08-11,28.2,,
108,2008-08-12,25.3,,
108,2008-08-13,27,,
108,2008-08-14,27.3,,
108,2008-08-15,25.7,,
108,2008-08-16,21.7,,
108,2008-08-17,24.2,,
108,2008-08-18,22.9,,
108,2008-08-19,23.9,,
108,2008-08-20,23.1,,
108,2008-08-21,23.4,,
108,2008-08-22,17.9,,
108,2008-08-23,21.5,,
108,2008-08-24,23.6,,
108,2008-08-25,24.4,,
108,2008-08-26,24,,
108,2008-08-27,24,,
108,2008-08-28,24.6,,
108,2008-08-29,25.2,,
108,2008-08-30,25.7,,
108,2008-08-31,25.2,,
108,2008-09-01,19.7,,
108,2008-09-02,21.9,,
108,2008-09-03,23.2,,
108,2008-09-04,24,,
108,2008-09-05,22.6,,
108,2008-09-06,24.2,,
108,2008-09-07,25.2,,
108,2008-09-08,25.4,,
108,2008-09-09,24.9,,
108,2008-09-10,24.3,,
108,2008-09-11,21.9,,
108,2008-09-12,24.1,,
108,2008-09-13,23.3,,
108,2008-09-14,24.4,,
108,2008-09-15,25.1,,
108,2008-09-16,24.4,,
108,2008-09-17,25.1,,
108,2008-09-18,25.5,,
108,2008-09-19,25.3,,
108,2008-09-20,21.7,,
108,2008-09-21,23.5,,
108,2008-09-22,22.3,,
108,2008-09-23,21.8,,
108,2008-09-24,21.5,,
108,2008-09-25,16.2,,
108,2008-09-26,14.6,,
108,2008-09-27,14.8,,
108,2008-09-28,15.5,,
108,2008-09-29,17.4,,
108,2008-09-30,17.6,,
108,2008-10-01,19.8,,
108,2008-10-02,20,,
108,2008-10-03,19.5,,
108,2008-10-04,19.7,,
108,2008-10-05,20.1,,
108,2008-10-06,18.2,,
108,2008-10-07,17,,
108,2008-10-08,17.7,,
108,2008-10-09,18.7,,
108,2008-10-10,17.9,,
108,2008-10-11,14.4,,
108,2008-10-12,14.3,,
108,2008-10-13,15.4,,
108,2008-10-14,16.1,,
108,2008-10-15,16.5,,
108,2008-10-16,18,,
108,2008-10-17,18.7,,
108,2008-10-18,19.8,,
108,2008-10-19,18.5,,
108,2008-10-20,18.6,,
108,2008-10-21,19,,
108,2008-10-22,16.8,,
108,2008-10-23,16.5,,
108,2008-10-24,11.1,,
108,2008-10-25,11.6,,
108,2008-10-26,12,,
108,2008-10-27,10.2,,
108,2008-10-28,10.9,,
108,2008-10-29,11.9,,
108,2008-10-30,11.1,,
108,2008-10-31,10.6,,
108,2008-11-01,11,,
108,2008-11-02,12.7,,
108,2008-11-03,11,,
108,2008-11-04,9,,
108,2008-11-05,11.5,,
108,2008-11-06,15.3,,
108,2008-11-07,11.9,,
108,2008-11-08,12,,
108,2008-11-09,10,,
108,2008-11-10,9.9,,
108,2008-11-11,10.4,,
108,2008-11-12,10,,
108,2008-11-13,10.1,,
108,2008-11-14,11.1,,
108,2008-11-15,10.7,,
108,2008-11-16,7.8,,
108,2008-11-17,3,,
108,2008-11-18,-3.1,,
108,2008-11-19,-4.2,,
108,2008-11-20,1.1,,
108,2008-11-21,4,,
108,2008-11-22,4.9,,
108,2008-11-23,7.1,,
108,2008-11-24,8.3,,
108,2008-11-25,6.7,,
108,2008-11-26,7.6,,
108,2008-11-27,5.6,,
108,2008-11-28,6.1,,
108,2008-11-29,3.6,,
108,2008-11-30,3.6,,
108,2008-12-01,7.9,,
108,2008-12-02,8.1,,
108,2008-12-03,7.1,,
108,2008-12-04,5.3,,
108,2008-12-05,-7.6,,
108,2008-12-06,-9,,
108,2008-12-07,-2.8,2.8,2.8
108,2008-12-08,5.1,,2.7
108,2008-12-09,7.9,,
108,2008-12-10,9.4,,
108,2008-12-11,3.7,,
108,2008-12-12,5.1,,
108,2008-12-13,1.3,,
108,2008-12-14,-1.1,,
108,2008-12-15,2.1,,
108,2008-12-16,4,,
108,2008-12-17,6.4,,
108,2008-12-18,-.3,,
108,2008-12-19,1.8,,
108,2008-12-20,1.3,,
108,2008-12-21,-.3,,
108,2008-12-22,-5.1,1.3,1.3
108,2008-12-23,-1.2,2.4,3.7
108,2008-12-24,2.8,,
108,2008-12-25,-1.3,,
108,2008-12-26,-5.6,,
108,2008-12-27,-3,,
108,2008-12-28,.5,,
108,2008-12-29,1,,
108,2008-12-30,-4.2,,
108,2008-12-31,-6.2,,
108,2009-01-01,-5.8,,
108,2009-01-02,-2.8,,
108,2009-01-03,-1,,
108,2009-01-04,.4,,
108,2009-01-05,-1.6,,
108,2009-01-06,-2,,
108,2009-01-07,-.5,,
108,2009-01-08,-.9,,
108,2009-01-09,-3.5,,
108,2009-01-10,-7.5,,
108,2009-01-11,-8,,
108,2009-01-12,-7.8,,
108,2009-01-13,-5.5,,
108,2009-01-14,-6.6,,
108,2009-01-15,-6.3,,
108,2009-01-16,-2.8,5.1,5.1
108,2009-01-17,-1.4,,1.5
108,2009-01-18,2.6,,
108,2009-01-19,.6,,
108,2009-01-20,2.2,,
108,2009-01-21,3.9,,
108,2009-01-22,3.6,,
108,2009-01-23,-9,,
108,2009-01-24,-8.1,3.5,3.5
108,2009-01-25,-4.6,.4,.4
108,2009-01-26,-3.3,,.2
108,2009-01-27,-1.9,,
108,2009-01-28,1.5,,
108,2009-01-29,3.3,,
108,2009-01-30,5.8,,
108,2009-01-31,6.1,,
108,2009-02-01,5.3,,
108,2009-02-02,5.2,,
108,2009-02-03,5.7,,
108,2009-02-04,4.4,,
108,2009-02-05,4.4,,
108,2009-02-06,3.2,,
108,2009-02-07,2.8,,
108,2009-02-08,2.7,,
108,2009-02-09,5,,
108,2009-02-10,4.5,,
108,2009-02-11,5.7,,
108,2009-02-12,6.8,,
108,2009-02-13,10.4,,
108,2009-02-14,3.6,,
108,2009-02-15,-1.6,.5,.5
108,2009-02-16,-6,,
108,2009-02-17,-4.6,,
108,2009-02-18,-2.2,,
108,2009-02-19,.6,.5,.5
108,2009-02-20,-2.5,1.3,1.8
108,2009-02-21,-2.2,,
108,2009-02-22,3,,
108,2009-02-23,6.2,,
108,2009-02-24,7.6,,
108,2009-02-25,2.8,,
108,2009-02-26,2.4,,
108,2009-02-27,3.9,,
108,2009-02-28,5.2,,
108,2009-03-01,3.3,,
108,2009-03-02,3.6,,
108,2009-03-03,2.7,.3,.3
108,2009-03-04,3.7,,
108,2009-03-05,5.2,,
108,2009-03-06,1.6,,
108,2009-03-07,1.7,,
108,2009-03-08,5.1,,
108,2009-03-09,5.9,,
108,2009-03-10,3.4,,
108,2009-03-11,4.5,,
108,2009-03-12,7.9,,
108,2009-03-13,2.7,,
108,2009-03-14,.2,,
108,2009-03-15,5.1,,
108,2009-03-16,8.7,,
108,2009-03-17,12.3,,
108,2009-03-18,16.3,,
108,2009-03-19,14.1,,
108,2009-03-20,12.2,,
108,2009-03-21,14.3,,
108,2009-03-22,10,,
108,2009-03-23,4.5,,
108,2009-03-24,1.9,,
108,2009-03-25,2.4,,
108,2009-03-26,4.7,,
108,2009-03-27,3.8,,
108,2009-03-28,4.5,,
108,2009-03-29,6.7,,
108,2009-03-30,7.3,,
108,2009-03-31,6.1,,
108,2009-04-01,5.9,,
108,2009-04-02,7.6,,
108,2009-04-03,8.2,,
108,2009-04-04,8.7,,
108,2009-04-05,9.8,,
108,2009-04-06,10.9,,
108,2009-04-07,14.1,,
108,2009-04-08,16.2,,
108,2009-04-09,17.5,,
108,2009-04-10,17.3,,
108,2009-04-11,18.5,,
108,2009-04-12,16.6,,
108,2009-04-13,15.7,,
108,2009-04-14,16.1,,
108,2009-04-15,9.9,,
108,2009-04-16,10.7,,
108,2009-04-17,12,,
108,2009-04-18,14.4,,
108,2009-04-19,18.5,,
108,2009-04-20,14,,
108,2009-04-21,9.4,,
108,2009-04-22,9.9,,
108,2009-04-23,12.7,,
108,2009-04-24,13.3,,
108,2009-04-25,8.7,,
108,2009-04-26,8.7,,
108,2009-04-27,11.2,,
108,2009-04-28,13.5,,
108,2009-04-29,15.6,,
108,2009-04-30,15.7,,
108,2009-05-01,17.4,,
108,2009-05-02,15.4,,
108,2009-05-03,16.6,,
108,2009-05-04,14.7,,
108,2009-05-05,18.1,,
108,2009-05-06,22.4,,
108,2009-05-07,21.3,,
108,2009-05-08,21.2,,
108,2009-05-09,21.7,,
108,2009-05-10,20.3,,
108,2009-05-11,17,,
108,2009-05-12,18.6,,
108,2009-05-13,17.9,,
108,2009-05-14,18.9,,
108,2009-05-15,18.3,,
108,2009-05-16,13.7,,
108,2009-05-17,14.3,,
108,2009-05-18,16.9,,
108,2009-05-19,19.3,,
108,2009-05-20,21.6,,
108,2009-05-21,15.8,,
108,2009-05-22,18,,
108,2009-05-23,16.5,,
108,2009-05-24,19.5,,
108,2009-05-25,22.5,,
108,2009-05-26,23.1,,
108,2009-05-27,23.9,,
108,2009-05-28,24.2,,
108,2009-05-29,22.8,,
108,2009-05-30,21.3,,
108,2009-05-31,19.7,,
108,2009-06-01,21.7,,
108,2009-06-02,21.7,,
108,2009-06-03,19.1,,
108,2009-06-04,21.2,,
108,2009-06-05,22.5,,
108,2009-06-06,22.2,,
108,2009-06-07,19.1,,
108,2009-06-08,20.9,,
108,2009-06-09,19.4,,
108,2009-06-10,18.8,,
108,2009-06-11,21,,
108,2009-06-12,19.4,,
108,2009-06-13,20.2,,
108,2009-06-14,20.4,,
108,2009-06-15,21.6,,
108,2009-06-16,21.8,,
108,2009-06-17,21.1,,
108,2009-06-18,25.1,,
108,2009-06-19,25.1,,
108,2009-06-20,22.7,,
108,2009-06-21,25.1,,
108,2009-06-22,23,,
108,2009-06-23,23.4,,
108,2009-06-24,24.5,,
108,2009-06-25,24.8,,
108,2009-06-26,24.4,,
108,2009-06-27,26.1,,
108,2009-06-28,26,,
108,2009-06-29,26.1,,
108,2009-06-30,24.4,,
108,2009-07-01,23.5,,
108,2009-07-02,20.7,,
108,2009-07-03,22.5,,
108,2009-07-04,22.8,,
108,2009-07-05,24.6,,
108,2009-07-06,25,,
108,2009-07-07,24.9,,
108,2009-07-08,26.3,,
108,2009-07-09,21.8,,
108,2009-07-10,23.8,,
108,2009-07-11,24.6,,
108,2009-07-12,20.7,,
108,2009-07-13,23.2,,
108,2009-07-14,23,,
108,2009-07-15,23.1,,
108,2009-07-16,26.7,,
108,2009-07-17,24.8,,
108,2009-07-18,25.1,,
108,2009-07-19,24.6,,
108,2009-07-20,25.5,,
108,2009-07-21,25.4,,
108,2009-07-22,25.1,,
108,2009-07-23,25.4,,
108,2009-07-24,24.8,,
108,2009-07-25,22.5,,
108,2009-07-26,24.8,,
108,2009-07-27,24.8,,
108,2009-07-28,24.6,,
108,2009-07-29,25.5,,
108,2009-07-30,26.5,,
108,2009-07-31,26.7,,
108,2009-08-01,25.4,,
108,2009-08-02,25.8,,
108,2009-08-03,25.2,,
108,2009-08-04,26.9,,
108,2009-08-05,27.6,,
108,2009-08-06,26.6,,
108,2009-08-07,25.8,,
108,2009-08-08,26.5,,
108,2009-08-09,28.7,,
108,2009-08-10,27.8,,
108,2009-08-11,23.8,,
108,2009-08-12,23.5,,
108,2009-08-13,26.3,,
108,2009-08-14,27.6,,
108,2009-08-15,27.9,,
108,2009-08-16,29.1,,
108,2009-08-17,26.8,,
108,2009-08-18,27.4,,
108,2009-08-19,28.1,,
108,2009-08-20,26.1,,
108,2009-08-21,25.2,,
108,2009-08-22,25.2,,
108,2009-08-23,25.9,,
108,2009-08-24,25.6,,
108,2009-08-25,24.3,,
108,2009-08-26,24.2,,
108,2009-08-27,24.1,,
108,2009-08-28,24.1,,
108,2009-08-29,22.2,,
108,2009-08-30,20.5,,
108,2009-08-31,22.6,,
108,2009-09-01,23.7,,
108,2009-09-02,23.4,,
108,2009-09-03,23.2,,
108,2009-09-04,24.3,,
108,2009-09-05,25,,
108,2009-09-06,25.2,,
108,2009-09-07,23.7,,
108,2009-09-08,23.4,,
108,2009-09-09,23.2,,
108,2009-09-10,22.3,,
108,2009-09-11,20.8,,
108,2009-09-12,19.1,,
108,2009-09-13,20.7,,
108,2009-09-14,20.1,,
108,2009-09-15,20.9,,
108,2009-09-16,21,,
108,2009-09-17,21.2,,
108,2009-09-18,22.4,,
108,2009-09-19,21.8,,
108,2009-09-20,21.3,,
108,2009-09-21,18.6,,
108,2009-09-22,19.2,,
108,2009-09-23,20.5,,
108,2009-09-24,20.4,,
108,2009-09-25,20,,
108,2009-09-26,21.2,,
108,2009-09-27,20.8,,
108,2009-09-28,20.9,,
108,2009-09-29,21.5,,
108,2009-09-30,22.7,,
108,2009-10-01,21.7,,
108,2009-10-02,19,,
108,2009-10-03,17.9,,
108,2009-10-04,17,,
108,2009-10-05,17.5,,
108,2009-10-06,19,,
108,2009-10-07,18,,
108,2009-10-08,16.2,,
108,2009-10-09,15.8,,
108,2009-10-10,16,,
108,2009-10-11,16.4,,
108,2009-10-12,15.9,,
108,2009-10-13,14.5,,
108,2009-10-14,14.7,,
108,2009-10-15,15.9,,
108,2009-10-16,16.8,,
108,2009-10-17,13.6,,
108,2009-10-18,14.2,,
108,2009-10-19,11.8,,
108,2009-10-20,10.8,,
108,2009-10-21,13.8,,
108,2009-10-22,13.1,,
108,2009-10-23,15,,
108,2009-10-24,16.6,,
108,2009-10-25,16.2,,
108,2009-10-26,15.8,,
108,2009-10-27,15.5,,
108,2009-10-28,14.7,,
108,2009-10-29,17,,
108,2009-10-30,18.6,,
108,2009-10-31,16.2,,
108,2009-11-01,9.7,,
108,2009-11-02,0,,
108,2009-11-03,2.9,,
108,2009-11-04,11.4,,
108,2009-11-05,14.2,,
108,2009-11-06,14.6,,
108,2009-11-07,17,,
108,2009-11-08,16.9,,
108,2009-11-09,16.8,,
108,2009-11-10,13,,
108,2009-11-11,9.3,,
108,2009-11-12,8.8,,
108,2009-11-13,9.3,,
108,2009-11-14,5.1,,
108,2009-11-15,-.5,,
108,2009-11-16,-1.8,,
108,2009-11-17,-1.1,,
108,2009-11-18,-.6,,
108,2009-11-19,1.8,,
108,2009-11-20,1.4,,
108,2009-11-21,-.1,,
108,2009-11-22,3.3,,
108,2009-11-23,7.5,,
108,2009-11-24,8.6,,
108,2009-11-25,5.9,,
108,2009-11-26,8,,
108,2009-11-27,6.8,,
108,2009-11-28,5.8,,
108,2009-11-29,6.4,,
108,2009-11-30,6.3,,
108,2009-12-01,6.2,,
108,2009-12-02,5.6,,
108,2009-12-03,4.6,,
108,2009-12-04,4.1,,
108,2009-12-05,0,,
108,2009-12-06,-3.5,,
108,2009-12-07,-.1,,
108,2009-12-08,1.3,,
108,2009-12-09,4.9,,
108,2009-12-10,7.6,,
108,2009-12-11,7.7,,
108,2009-12-12,5.1,,
108,2009-12-13,2.1,,
108,2009-12-14,-.3,,
108,2009-12-15,-4.2,,
108,2009-12-16,-6.3,,
108,2009-12-17,-7.2,,
108,2009-12-18,-9.3,,
108,2009-12-19,-7.9,,
108,2009-12-20,-5.3,,
108,2009-12-21,-3.6,,
108,2009-12-22,3.3,,
108,2009-12-23,4.4,,
108,2009-12-24,2.8,,
108,2009-12-25,.6,.4,.4
108,2009-12-26,-8.1,,.4
108,2009-12-27,-7.9,2.6,2.6
108,2009-12-28,-8.6,,2.6
108,2009-12-29,-4.5,.3,2.5
108,2009-12-30,-4,.6,3
108,2009-12-31,-10.8,,2.5
